"Story","Title","Result","Date","Stability","Duration (s)"
"Login","user input with valid Username and password","SUCCESS","2023-06-23T21:55:08.3919539+07:00[Asia/Krasnoyarsk]","0.0","21.72"
"Login","user input with valid Username and invalid password","SUCCESS","2023-06-23T21:55:31.8010235+07:00[Asia/Krasnoyarsk]","0.0","13.57"
"Login","user input with invalid Username and valid password","SUCCESS","2023-06-23T21:55:46.414216+07:00[Asia/Krasnoyarsk]","0.0","13.65"
