"Story","Title","Result","Date","Stability","Duration (s)"
"Login","user input with valid Username and password","ERROR","2023-06-19T19:50:38.6070431+07:00[Asia/Krasnoyarsk]","0.0","15.32"
"Login","user input with valid Username and invalid password","ERROR","2023-06-19T19:50:54.6684743+07:00[Asia/Krasnoyarsk]","0.0","13.74"
"Login","user input with invalid Username and valid password","ERROR","2023-06-19T19:51:09.2164361+07:00[Asia/Krasnoyarsk]","0.0","11.53"
