"Story","Title","Result","Date","Stability","Duration (s)"
"Users started to use Nusameal","Users login to Nusameal wrong email password","SUCCESS","2023-06-22T14:44:51.2722541+07:00[Asia/Jakarta]","0.0","0.79"
